,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
4124,13451,12,1.0,42.83419361349053,21.95000227935471,8.0,4,12.0,1995,0.090799103,B,B,74,19083,2,,5,15,B
578,16795,3,2.0,42.36696712761096,30.42937703866629,5.0,4,5.0,1968,0.265088676,B,B,37,5288,0,1937.0,3,2,B
2318,13539,130,3.0,81.65701759753394,53.62600835809171,10.0,6,8.0,1958,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4224,12144,128,1.0,39.40216930841053,21.149389319690872,8.0,9,14.0,1991,0.0,B,B,27,4798,0,30.0,2,8,B
2395,11376,75,1.0,41.42450603526496,19.919534270664226,8.0,13,17.0,2000,0.122090347,B,B,29,6566,7,1894.0,4,0,B
4132,15836,23,1.0,47.25453674477815,18.422295171870264,10.0,16,17.0,2008,0.075778755,B,B,6,1437,3,,0,2,B
1024,5079,39,3.0,80.9876545077203,43.73663639061216,8.0,12,14.0,1996,0.428825818,B,B,25,5011,8,730.0,0,2,B
4828,2184,61,1.0,37.383480458264366,22.74942116424908,0.0,15,17.0,1995,0.300322518,B,B,52,10311,6,,1,9,B
643,6551,3,2.0,48.753300065115255,31.232639242735125,9.0,13,14.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
2188,15350,47,3.0,67.67663405686399,41.15693948167829,7.0,12,12.0,1980,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
2802,13799,27,3.0,81.5221905305015,41.77589818802783,1.0,5,1.0,2016,0.017647053,B,B,2,469,0,,0,0,B
1452,4545,111,4.0,73.20097605802778,50.72209018881985,6.0,7,16.0,1971,0.093442564,B,B,23,4635,5,3300.0,2,4,B
1358,1210,156,2.0,61.26185113436299,35.55749544272813,12.0,12,17.0,2010,0.007658515,B,B,35,7077,56,2301.0,3,19,B
1598,12609,27,1.0,31.06898282462102,31.5867278870866,1.0,12,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3386,7725,3,2.0,41.160202564792186,25.778366903345283,6.0,4,14.0,1971,0.050900058,B,B,43,10621,1,30.0,2,3,B
1011,2549,41,4.0,64.88720391979136,48.4497446658601,5.0,4,9.0,1966,0.175054867,B,B,36,10055,3,,1,0,B
3538,16182,18,3.0,80.78475292627712,52.12130941476329,8.0,4,8.0,1985,0.0,B,B,30,5562,0,,0,5,A
4647,6273,61,2.0,47.48969088138692,28.189122288726026,6.0,1,12.0,1981,0.300322518,B,B,52,10311,6,,1,9,B
1852,79,27,2.0,67.86461731226782,67.8655550767585,13.0,4,12.0,2017,0.072157581,B,B,2,629,1,,0,0,A
2610,11170,34,3.0,73.86507374207464,46.5087820998496,9.0,7,17.0,1997,0.069753361,B,B,53,13670,4,,1,11,B
4771,3894,27,1.0,43.77329515137608,21.482297879806424,9.0,8,17.0,2012,0.072157581,B,B,2,629,1,,0,0,A
1004,1506,17,3.0,126.52503365285676,128.23007768938714,12.0,8,15.0,2014,0.093442564,B,B,23,4635,5,3300.0,2,4,B
1346,12630,8,1.0,38.37754476303978,20.29581713561241,9.0,2,14.0,1974,0.458174486,B,A,26,4439,1,1130.0,1,5,B
121,16353,53,2.0,58.78278704187747,,1.0,7,22.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
3788,2314,6,1.0,40.060486608886976,,10.0,8,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
327,15121,93,3.0,134.57317517035742,,1.0,3,2.0,1977,0.004949358,B,B,0,186,0,,0,0,B
3966,10727,57,1.0,43.89565602162408,21.92273416964414,8.0,16,17.0,1984,0.133215333,B,B,49,11395,3,1406.0,3,4,A
1762,5254,186,2.0,88.61812211606234,25.45781075972464,30.0,5,19.0,1985,0.007658515,B,B,35,7077,56,2301.0,3,19,B
955,14074,62,2.0,49.46631619613606,33.57166717979121,6.0,2,9.0,1976,0.002211665,B,B,39,7614,3,,1,5,A
1056,6258,6,1.0,38.19378980253248,,0.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3851,526,55,2.0,51.1847842036267,34.48137596395961,8.0,2,14.0,1990,0.041365446,B,B,31,5569,0,,1,4,B
716,13566,141,3.0,67.09662526343965,47.496636301009005,7.0,1,5.0,1953,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
2783,2343,119,1.0,35.64458288090695,22.99131673208244,5.0,7,9.0,1964,0.000995363,B,B,42,7651,1,,1,5,B
4251,10520,42,4.0,100.7299945314214,67.12335746353571,10.0,8,12.0,2005,0.158249043,B,B,21,5731,0,,1,0,B
635,15401,13,2.0,51.39579121978623,32.650826018825995,8.0,6,17.0,2001,0.090799103,B,B,74,19083,2,,5,15,B
3656,2105,64,2.0,45.49324016030646,32.02256473486102,6.0,4,9.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
1927,6599,159,3.0,68.95200823319202,42.74801198057104,7.0,3,8.0,1934,0.246623602,B,B,14,2940,45,,3,6,B
1253,13407,59,2.0,77.0574758899314,70.45403907368741,16.0,12,11.0,2020,0.019508796,B,B,37,7687,11,176.0,5,5,B
941,9894,99,3.0,70.14049589548453,40.221924342602016,9.0,8,16.0,1981,0.033493708,B,B,66,10573,1,1322.0,3,8,B
4745,1990,8,2.0,51.62558626245273,31.95438430149977,8.0,9,17.0,1991,0.219006007,B,B,28,6746,3,,1,4,B
3521,2676,37,1.0,40.660754920477984,22.73838135672151,8.0,8,14.0,1978,0.127811589,B,B,28,7287,5,320.0,1,3,B
1060,12835,27,3.0,60.641147527911365,,0.0,19,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4255,1529,52,1.0,40.35607174342222,,1.0,14,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
4335,7848,1,2.0,63.82016625789128,,0.0,3,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3000,3179,54,3.0,60.98348615218821,36.67615963353372,6.0,2,5.0,1965,0.006076152,B,B,30,5285,0,645.0,6,6,B
1694,5440,79,2.0,45.42494895477513,43.40626522158103,5.0,5,5.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
453,1779,29,1.0,43.610767135670784,16.26838735605571,9.0,7,17.0,2014,0.069660344,B,B,31,6119,4,,1,2,B
3227,13959,52,1.0,41.268566689764775,,10.0,7,17.0,2016,0.371148999,B,B,34,7065,1,750.0,2,5,B
1560,11180,84,3.0,77.57669799017502,45.82113770220788,10.0,5,17.0,1983,0.006076152,B,B,30,5285,0,645.0,6,6,B
2676,7741,94,1.0,42.65741952156207,22.5057685643746,10.0,17,22.0,1995,0.282797669,B,B,33,8667,2,,0,6,B
3610,12706,11,2.0,42.35997598257139,30.07002774739728,6.0,3,5.0,1962,0.038692987,B,B,28,6533,1,1015.0,2,5,B
3798,11533,94,2.0,48.7134434737855,303.07109439453137,6.0,5,12.0,1974,0.521867054,B,B,25,6149,0,,0,0,B
4377,10552,10,2.0,53.28378809851461,32.472275334318226,8.0,18,17.0,1989,0.089039719,B,B,33,7976,5,,0,11,B
3971,4584,39,1.0,37.16273636397506,18.45916197487469,8.0,3,9.0,1973,0.428825818,B,B,25,5011,8,730.0,0,2,B
3890,9009,6,1.0,42.68116476379348,39.048610517023896,1.0,7,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
2099,9829,141,1.0,36.55824071473082,21.950443028322443,5.0,10,9.0,1964,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
4378,11551,103,2.0,38.44792234965314,23.199718247872767,7.0,5,9.0,1967,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
3278,2495,47,1.0,34.06686542417438,18.096961100651004,6.0,7,12.0,1978,0.101872465,B,B,23,4583,3,,3,3,B
196,9461,57,1.0,33.008370007723215,21.226576463704628,6.0,2,9.0,1979,0.407276235,A,B,9,1768,0,370.0,0,0,A
2268,1278,47,1.0,41.49849752664512,22.45382652053375,8.0,16,14.0,2001,0.298204575,B,B,16,4048,3,,1,3,B
2520,15305,151,3.0,85.97853506847434,56.76216677872492,10.0,5,8.0,1959,0.236108458,B,B,16,3893,27,,3,10,B
4140,14196,113,3.0,138.4092130323767,,1.0,19,18.0,2016,0.050755569,B,B,24,5469,1,145.0,0,1,B
3803,10974,48,1.0,33.427204975067575,33.76153207029844,9.0,5,22.0,1987,0.041124634,B,B,46,9515,5,,1,10,B
1999,6085,67,2.0,50.44753674096022,33.814943529287184,6.0,5,12.0,1978,0.0077202819999999,B,B,38,4788,2,,0,4,B
2189,7321,28,2.0,51.5077585934805,32.265006154453125,8.0,9,14.0,1990,0.118537385,B,B,30,6207,1,1183.0,1,0,B
974,3991,44,1.0,42.86492392641726,20.10545195062008,10.0,11,18.0,2004,0.232205084,B,B,24,4860,1,80.0,0,3,B
1333,8872,1,1.0,39.627646628973686,,1.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
5,868,38,3.0,87.13999445192246,53.18041881361226,10.0,4,23.0,2011,0.060753049,B,B,15,2787,2,520.0,0,7,B
1886,8207,23,2.0,51.832272528569206,,1.0,3,6.0,1977,0.005767451,B,B,1,388,0,,0,0,B
3999,2848,1,2.0,54.309484499529326,55.3587276343082,0.0,12,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2337,16490,30,3.0,79.43143469050823,,1.0,6,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4522,11390,27,1.0,37.91318591601504,19.319460416687484,8.0,3,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
4866,4651,53,3.0,82.55501077461489,,1.0,2,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
1336,10950,42,2.0,55.89831490068351,31.37936501394752,9.0,12,14.0,2007,0.158249043,B,B,21,5731,0,,1,0,B
3360,14741,19,2.0,59.50181965533572,38.03602406647373,9.0,21,22.0,1997,0.000991363,B,B,33,6783,3,,1,9,B
4919,9665,74,1.0,47.60704077083561,,1.0,9,9.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2601,14342,21,2.0,45.63771691655914,29.594628723108183,5.0,6,12.0,1968,0.194489265,B,B,47,8004,3,125.0,3,5,B
3647,5468,17,1.0,29.080104822813727,21.954910006746715,4.0,3,8.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B
1179,7234,62,2.0,64.2974488343626,,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
3051,3231,44,3.0,82.55028968513001,46.23423048585144,12.0,19,17.0,2009,0.232205084,B,B,24,4860,1,80.0,0,3,B
1543,8883,23,1.0,41.47880101225748,,1.0,14,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4019,76,45,2.0,65.46692669064807,63.34006075613018,1.0,22,22.0,2015,0.195781053,B,B,23,5212,6,,3,2,B
254,272,41,3.0,50.55302531149618,35.496396539080266,6.0,3,9.0,1975,0.036122292,B,B,24,4378,0,1036.0,1,1,B
1438,607,24,2.0,38.4411632957116,25.028731513426965,7.0,4,9.0,1964,0.111627393,B,B,50,12238,8,1970.0,2,3,B
331,14494,52,2.0,64.02780360967654,67.95765502977818,0.0,9,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
554,9208,109,1.0,33.6246564708438,21.59975229046,5.0,6,9.0,1966,0.1363303,B,B,30,6141,10,262.0,3,6,B
391,1676,17,2.0,55.298609010628574,33.18096139518532,9.0,14,16.0,1981,0.0,B,B,18,3374,5,620.0,1,2,B
2593,11817,1,3.0,75.76293424985748,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2455,2650,3,1.0,40.56920149635955,23.129704969926426,8.0,4,12.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
904,10511,119,2.0,55.34898560041994,31.514093333981062,8.0,18,17.0,1997,0.000995363,B,B,42,7651,1,,1,5,B
903,10413,78,1.0,34.90916277394521,20.35789124212861,6.0,6,9.0,1973,0.092290642,B,B,21,4346,2,165.0,1,2,B
4117,5622,83,2.0,48.25740898339328,33.74864232731982,5.0,6,9.0,1978,0.0077202819999999,B,B,38,4788,2,,0,4,B
482,3339,83,1.0,34.43762490374195,18.11436923537953,6.0,8,9.0,1977,0.0077202819999999,B,B,38,4788,2,,0,4,B
1834,5060,53,2.0,55.82525951923271,,1.0,2,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
1388,11070,69,3.0,115.00822310564192,66.04560647734071,11.0,13,24.0,2010,0.000991363,B,B,33,6783,3,,1,9,B
2341,15988,1,1.0,36.07386562951889,,1.0,15,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2330,6663,0,2.0,46.80127174819893,30.871297430911287,5.0,7,5.0,1962,0.319809354,B,B,25,4756,16,2857.0,5,8,B
701,10699,5,2.0,43.80717698785416,29.39249886010355,5.0,7,9.0,1971,0.150817539,B,B,16,3433,4,2643.0,4,5,B
2267,15974,96,1.0,42.56313368646379,19.530069980686356,8.0,6,17.0,2008,0.041116354,B,B,53,14892,4,,1,4,B
2402,15866,46,1.0,34.7432296557302,20.29109188084279,6.0,4,9.0,1971,0.188783766,B,B,31,6137,4,,0,1,B
4884,3834,45,3.0,76.5152893113807,47.43502019182053,1.0,6,1.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
4490,16485,62,1.0,45.4225929926549,21.992805324054714,11.0,10,17.0,2019,0.072157581,B,B,2,629,1,,0,0,A
1201,8926,166,3.0,80.36343246530713,57.64573703639207,9.0,4,8.0,1957,0.174739084,B,B,17,3379,9,100.0,0,3,B
3861,16737,37,1.0,40.93623001391845,22.130099039083067,7.0,11,17.0,2006,0.178916796,B,B,18,3594,4,192.0,1,5,B
1846,7732,6,2.0,66.6520046974467,,0.0,16,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3449,5296,52,1.0,44.44221774929364,44.63460803234074,0.0,5,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
3576,15605,74,2.0,56.68782922824636,33.78079956958482,9.0,4,17.0,1991,0.371148999,B,B,34,7065,1,750.0,2,5,B
1848,15088,27,2.0,59.847525824482105,29.02712973041474,7.0,12,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
3203,5043,29,2.0,42.489787935475455,30.99544356195458,5.0,9,5.0,1965,0.069660344,B,B,31,6119,4,,1,2,B
436,6264,47,3.0,79.99332884871649,47.25110417091936,10.0,3,16.0,1980,0.101872465,B,B,23,4583,3,,3,3,B
90,1658,78,1.0,32.37262587105627,22.618148825210728,6.0,6,12.0,1970,0.092290642,B,B,21,4346,2,165.0,1,2,B
128,13843,67,2.0,51.682261332764966,35.31000186274971,6.0,5,12.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
4528,4572,27,2.0,47.22022643156378,,0.0,5,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1813,9337,94,1.0,37.57559941415215,22.02513693264013,8.0,7,16.0,1977,0.282797669,B,B,33,8667,2,,0,6,B
2927,12326,11,2.0,50.78064055447042,30.62948717068501,5.0,8,12.0,1970,0.0001696759999999,B,B,36,5992,0,,1,1,B
409,16117,30,2.0,60.33083492716742,,1.0,24,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
854,13634,56,1.0,51.58538397142153,49.08777399445211,1.0,18,25.0,2016,0.0,B,B,23,5067,4,,2,6,B
3383,13801,23,1.0,41.88776945000716,,1.0,7,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2157,8729,27,1.0,46.16906456389288,,1.0,7,17.0,2018,0.072157581,B,B,2,629,1,,0,0,A
1414,5944,32,1.0,34.50457486996727,20.67249878068262,7.0,6,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B
2150,4514,126,3.0,77.44771975019927,54.240980019768,7.0,4,5.0,1961,0.333891544,B,B,30,6564,1,,0,0,B
3600,3734,178,3.0,79.77830742912178,53.17943482919754,7.0,5,5.0,1958,0.460556389,B,B,20,4386,14,,1,5,B
3939,9199,58,2.0,64.51092788214588,,1.0,3,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4443,3160,9,1.0,39.55929223967691,23.62200325774416,8.0,13,14.0,1991,0.161531741,B,B,25,5648,1,30.0,2,4,B
1981,1435,111,4.0,52.86610662396232,32.52834239691611,8.0,15,17.0,1987,0.093442564,B,B,23,4635,5,3300.0,2,4,B
864,5848,1,1.0,40.178924609776345,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4508,8081,22,3.0,83.35594592354818,,1.0,19,22.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
3223,9636,145,2.0,52.76831244465046,34.337995807396545,9.0,11,17.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B
2607,10740,41,1.0,40.41394209370814,22.6348536713666,7.0,4,17.0,1977,0.175054867,B,B,36,10055,3,,1,0,B
2443,2439,48,2.0,55.08851834153509,33.64224381566751,8.0,4,16.0,1981,0.041124634,B,B,46,9515,5,,1,10,B
4882,2725,58,3.0,92.85847490259478,90.4486281028277,1.0,5,3.0,2015,0.43788524,B,B,23,5735,3,1084.0,0,5,B
2210,4795,82,1.0,39.31899629627416,22.384626936360966,9.0,11,12.0,1971,0.037316452,B,B,32,6748,93,562.0,4,10,B
3637,9139,27,2.0,43.6241110477055,24.653433145189947,6.0,4,5.0,1979,0.211401214,B,B,9,1892,0,,0,1,B
2924,8170,9,3.0,81.79514757676189,,1.0,5,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
4206,8189,108,3.0,83.60218087057939,57.25931570947553,7.0,5,9.0,1960,0.0,B,B,23,3684,2,,0,4,B
877,16089,66,2.0,57.0651733126042,36.95947586268216,7.0,2,5.0,1957,0.161975568,B,A,31,7010,5,4508.0,3,7,B
938,466,90,1.0,39.115782469382175,21.150873238140928,9.0,11,12.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B
1959,2859,62,1.0,45.89551833261908,1.4573654104596891,1.0,10,15.0,2018,0.072157581,B,B,2,629,1,,0,0,A
3860,5881,1,2.0,55.82642843404962,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4148,10877,9,3.0,87.32609655242695,48.701134930089786,10.0,20,22.0,1988,0.136244425,B,B,11,2370,0,,0,1,B
3152,3288,34,2.0,57.21075802605213,57.60646418613536,10.0,22,25.0,2017,0.069753361,B,B,53,13670,4,,1,11,B
3319,15818,52,2.0,66.91844856273116,,1.0,16,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
1251,13193,12,2.0,53.312228326758095,33.794068031118044,8.0,3,14.0,1993,0.090799103,B,B,74,19083,2,,5,15,B
220,3295,69,2.0,63.85327468974365,37.04251049305931,10.0,4,16.0,1982,0.093442564,B,B,23,4635,5,3300.0,2,4,B
3377,6533,1,2.0,64.91958316061056,,10.0,19,22.0,2019,0.007122317,B,B,1,264,0,,0,1,B
847,9433,23,1.0,31.22986415181169,,1.0,14,12.0,2018,0.034656082,B,B,0,168,0,,0,0,B
3018,11054,19,3.0,76.95085454817605,46.00028331822436,10.0,7,17.0,1993,0.000991363,B,B,33,6783,3,,1,9,B
3515,5935,119,1.0,40.474493596525015,19.95855187800395,7.0,5,17.0,2004,0.033493708,B,B,66,10573,1,1322.0,3,8,B
25,14686,1,3.0,77.22988533763153,79.95868472952998,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
591,10876,27,1.0,43.02532858439736,22.83794660608208,8.0,7,10.0,2010,0.041116354,B,B,53,14892,4,,1,4,B
31,3340,27,3.0,69.92193904856693,3.986052519691084,1.0,9,17.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
2947,4779,27,1.0,42.76442750256053,,1.0,7,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
3769,9907,58,2.0,62.67231158989245,61.55892486597909,0.0,8,12.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3392,8640,124,2.0,54.12333472739387,29.758644964113675,8.0,9,14.0,1977,0.122090347,B,B,29,6566,7,1894.0,4,0,B
1804,11948,10,3.0,58.03748161998897,41.20536834953269,6.0,10,9.0,1972,0.089039719,B,B,33,7976,5,,0,11,B
1441,13229,88,1.0,37.6175118205191,19.766226343775102,6.0,4,9.0,1973,0.127375905,B,B,43,8429,3,,3,9,B
1658,13285,9,2.0,61.99442161414454,38.9202534582369,10.0,3,17.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
1370,15554,125,1.0,36.86914550527779,22.701880152165103,10.0,6,12.0,1970,0.040242764,B,B,25,3478,11,2729.0,3,1,B
3830,7746,111,2.0,40.91014855596767,25.492626707040262,7.0,7,9.0,1965,0.1363303,B,B,30,6141,10,262.0,3,6,B
1021,9348,205,1.0,37.48081132318665,16.851794529945757,8.0,6,5.0,1933,0.16909109,B,B,19,3856,10,,2,5,B
921,12712,3,2.0,52.35996514239503,30.19670698255916,9.0,13,12.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
4495,7735,33,1.0,31.725006444127565,33.088428227777854,1.0,4,4.0,2017,0.236108458,B,B,16,3893,27,,3,10,B
3469,6976,120,2.0,82.76172045345021,,1.0,18,1.0,1977,0.341071945,B,B,27,5664,48,2300.0,3,11,B
1621,16775,27,2.0,76.89588810574809,40.96515745125488,12.0,10,12.0,2014,0.051815435,B,B,5,1227,0,,0,0,B
3130,6943,90,1.0,32.97227789948072,24.733550853122683,5.0,3,5.0,1967,0.265088676,B,B,37,5288,0,1937.0,3,2,B
2043,16487,58,1.0,53.40025777732657,,1.0,7,9.0,2016,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4393,3279,111,2.0,50.975325180138114,29.590868743344565,8.0,11,12.0,1984,0.093442564,B,B,23,4635,5,3300.0,2,4,B
4830,10808,128,1.0,38.41262101840204,20.66134029744348,8.0,14,17.0,1988,0.0,B,B,27,4798,0,30.0,2,8,B
3107,1137,59,1.0,40.44674275711029,18.90466077231221,7.0,13,14.0,2012,0.309479124,B,B,35,7715,4,990.0,0,6,B
1579,8761,99,2.0,49.78571311991568,30.61087341907093,6.0,11,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
1176,3990,23,3.0,81.30660707286428,,1.0,11,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4502,4364,28,1.0,33.12017889831219,23.59134517215077,5.0,11,9.0,1965,0.333891544,B,B,30,6564,1,,0,0,B
4851,6669,41,4.0,86.71915351482552,52.01907447624082,11.0,1,16.0,1978,0.036122292,B,B,24,4378,0,1036.0,1,1,B
3680,10184,58,1.0,43.47525693777144,,0.0,6,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3914,3172,27,3.0,59.43398388460759,58.951356011653225,1.0,7,25.0,2016,0.072157581,B,B,2,629,1,,0,0,A
933,11661,21,1.0,36.96362776610617,23.833476492867533,5.0,3,5.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B
1466,2689,143,3.0,69.85035822295137,47.45914633760978,9.0,5,16.0,1980,0.049863387,B,B,18,3746,9,75.0,3,1,B
4457,5581,27,1.0,33.94332776438772,,1.0,21,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1639,3731,1,3.0,78.94872294755562,,1.0,5,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2122,6786,12,1.0,40.346744962864925,23.378128939348954,10.0,13,22.0,1996,0.090799103,B,B,74,19083,2,,5,15,B
1842,11082,1,1.0,41.40048585227235,42.25089555907528,0.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4707,190,2,2.0,45.41074257047544,31.76422015015807,6.0,4,5.0,1970,0.309479124,B,B,35,7715,4,990.0,0,6,B
1427,14255,2,1.0,34.16364847201171,20.129265134699885,7.0,6,9.0,1970,0.309479124,B,B,35,7715,4,990.0,0,6,B
1094,9987,77,3.0,58.1274540581186,36.2121401134112,6.0,7,9.0,1974,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
204,13225,88,1.0,43.72039389751112,,0.0,18,0.0,1977,0.127375905,B,B,43,8429,3,,3,9,B
2838,9543,75,1.0,40.26886515229069,23.63611553531461,8.0,10,15.0,1999,0.122090347,B,B,29,6566,7,1894.0,4,0,B
2464,2923,66,3.0,98.95134588342312,57.34024922752951,13.0,24,27.0,2012,0.111627393,B,B,50,12238,8,1970.0,2,3,B
1905,14029,85,3.0,53.74531791982447,34.77073774788088,6.0,5,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B
1068,5102,103,3.0,52.30670258670207,35.36560211641908,6.0,6,5.0,1963,0.151346216,B,A,32,5889,10,830.0,4,1,B
1632,10111,99,2.0,46.57320476140736,29.68657333169928,6.0,11,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
4076,2590,18,2.0,54.23995778498378,31.648150098788754,8.0,4,14.0,1988,0.0,B,B,30,5562,0,,0,5,A
4091,8502,23,1.0,43.38344767685091,39.63523541755307,1.0,3,4.0,2017,0.034656082,B,B,0,168,0,,0,0,B
3039,14303,33,1.0,41.4385422224581,23.9424938812742,9.0,8,14.0,1971,0.050272014,B,B,21,4231,14,1020.0,0,3,B
1864,12309,45,1.0,42.89956912819317,,0.0,25,0.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
879,4724,99,3.0,62.06653178056656,44.19000970132435,6.0,7,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
1317,4819,31,3.0,61.22696118742204,49.0405886972996,5.0,4,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B
2075,2506,23,2.0,57.40850587975816,,1.0,8,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2148,507,98,2.0,38.10134253471953,25.170594404952183,6.0,11,14.0,1974,0.195781053,B,B,23,5212,6,,3,2,B
1120,16027,98,2.0,53.617555576062266,34.9723058078078,9.0,9,17.0,2003,0.195781053,B,B,23,5212,6,,3,2,B
4288,3466,27,1.0,35.56042426937481,2.205485104158386,1.0,15,17.0,2018,0.011654127,B,B,4,915,0,,0,0,B
3041,9095,27,2.0,64.99957793764446,,0.0,12,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
3621,3268,6,3.0,79.24852186919153,3.0302996586659505,1.0,16,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
818,9733,84,1.0,41.556817636267546,23.941428536631413,7.0,12,12.0,1969,0.149666373,B,B,22,4789,2,4087.0,4,1,B
3137,5549,27,2.0,78.15355270632129,,1.0,15,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1963,7364,21,1.0,35.382146711689174,18.719459869904536,8.0,2,5.0,1960,0.149666373,B,B,22,4789,2,4087.0,4,1,B
3042,15435,21,1.0,13.30553146594922,9.495367198939064,0.0,6,5.0,1965,0.194489265,B,B,47,8004,3,125.0,3,5,B
1731,6103,96,2.0,54.26585268187336,34.760750009496434,8.0,5,14.0,1997,0.041116354,B,B,53,14892,4,,1,4,B
4545,10624,46,4.0,103.74311687771538,64.80375669583208,10.0,21,22.0,1988,0.188783766,B,B,31,6137,4,,0,1,B
4806,3691,6,2.0,66.67457077605533,3.7230314790522496,1.0,2,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
17,6791,1,3.0,72.02327542455551,2.470855692268123,1.0,4,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1066,3937,1,2.0,61.11146260663723,,1.0,17,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1058,1793,118,1.0,34.90591408820963,18.5337677925834,5.0,3,8.0,1961,0.341071945,B,B,27,5664,48,2300.0,3,11,B
1934,4799,4,2.0,67.31385382276201,38.39385873477155,10.0,8,9.0,1963,0.327018035,B,B,12,2270,23,2500.0,1,0,B
